"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 06 14:20:26 GMT 2025","Fri Jun 06 14:21:33 GMT 2025","66648","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server[driver0]",""
"passed","Fri Jun 06 14:21:41 GMT 2025","Fri Jun 06 14:21:42 GMT 2025","299","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Fri Jun 06 14:21:43 GMT 2025","Fri Jun 06 14:21:44 GMT 2025","230","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Fri Jun 06 14:21:44 GMT 2025","Fri Jun 06 14:21:44 GMT 2025","237","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[PROJECT_VIEWER]","User cannot create project without permission"
"passed","Fri Jun 06 14:21:44 GMT 2025","Fri Jun 06 14:21:45 GMT 2025","267","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[TOOLS_INTEGRATION]","User cannot create project without permission"
"passed","Fri Jun 06 14:21:42 GMT 2025","Fri Jun 06 14:21:43 GMT 2025","221","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Fri Jun 06 14:21:38 GMT 2025","Fri Jun 06 14:21:40 GMT 2025","2695","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Fri Jun 06 14:21:43 GMT 2025","Fri Jun 06 14:21:43 GMT 2025","176","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Fri Jun 06 14:21:41 GMT 2025","Fri Jun 06 14:21:41 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Fri Jun 06 14:21:41 GMT 2025","Fri Jun 06 14:21:41 GMT 2025","409","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Fri Jun 06 14:21:41 GMT 2025","Fri Jun 06 14:21:41 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Fri Jun 06 14:21:45 GMT 2025","Fri Jun 06 14:21:45 GMT 2025","337","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Fri Jun 06 14:21:43 GMT 2025","Fri Jun 06 14:21:43 GMT 2025","256","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Fri Jun 06 14:21:45 GMT 2025","Fri Jun 06 14:21:46 GMT 2025","488","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Fri Jun 06 14:21:42 GMT 2025","Fri Jun 06 14:21:42 GMT 2025","309","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
