"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 03 12:06:07 GMT 2025","Tue Jun 03 12:06:08 GMT 2025","322","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Tue Jun 03 12:06:04 GMT 2025","Tue Jun 03 12:06:05 GMT 2025","335","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Tue Jun 03 12:06:08 GMT 2025","Tue Jun 03 12:06:09 GMT 2025","367","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[TOOLS_INTEGRATION]","User cannot create project without permission"
"passed","Tue Jun 03 12:06:07 GMT 2025","Tue Jun 03 12:06:07 GMT 2025","233","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Tue Jun 03 12:04:50 GMT 2025","Tue Jun 03 12:05:56 GMT 2025","66283","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server[driver0]",""
"passed","Tue Jun 03 12:06:01 GMT 2025","Tue Jun 03 12:06:03 GMT 2025","2151","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Tue Jun 03 12:06:04 GMT 2025","Tue Jun 03 12:06:04 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Tue Jun 03 12:06:04 GMT 2025","Tue Jun 03 12:06:04 GMT 2025","428","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Tue Jun 03 12:06:08 GMT 2025","Tue Jun 03 12:06:08 GMT 2025","343","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[PROJECT_VIEWER]","User cannot create project without permission"
"passed","Tue Jun 03 12:06:04 GMT 2025","Tue Jun 03 12:06:04 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Tue Jun 03 12:06:06 GMT 2025","Tue Jun 03 12:06:06 GMT 2025","327","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Tue Jun 03 12:06:09 GMT 2025","Tue Jun 03 12:06:09 GMT 2025","386","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Tue Jun 03 12:06:06 GMT 2025","Tue Jun 03 12:06:07 GMT 2025","308","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Tue Jun 03 12:06:10 GMT 2025","Tue Jun 03 12:06:10 GMT 2025","569","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Tue Jun 03 12:06:05 GMT 2025","Tue Jun 03 12:06:05 GMT 2025","471","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
