"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 02 15:38:17 GMT 2025","Mon Jun 02 15:38:18 GMT 2025","495","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Mon Jun 02 15:38:10 GMT 2025","Mon Jun 02 15:38:10 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Mon Jun 02 15:38:09 GMT 2025","Mon Jun 02 15:38:09 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Mon Jun 02 15:38:14 GMT 2025","Mon Jun 02 15:38:15 GMT 2025","259","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Mon Jun 02 15:38:15 GMT 2025","Mon Jun 02 15:38:15 GMT 2025","289","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
"passed","Mon Jun 02 15:38:08 GMT 2025","Mon Jun 02 15:38:09 GMT 2025","418","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Mon Jun 02 15:38:12 GMT 2025","Mon Jun 02 15:38:12 GMT 2025","348","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Mon Jun 02 15:38:10 GMT 2025","Mon Jun 02 15:38:10 GMT 2025","375","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Mon Jun 02 15:38:11 GMT 2025","Mon Jun 02 15:38:11 GMT 2025","429","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Mon Jun 02 15:38:05 GMT 2025","Mon Jun 02 15:38:08 GMT 2025","2451","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Mon Jun 02 15:38:13 GMT 2025","Mon Jun 02 15:38:13 GMT 2025","346","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Mon Jun 02 15:38:16 GMT 2025","Mon Jun 02 15:38:17 GMT 2025","443","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Mon Jun 02 15:36:53 GMT 2025","Mon Jun 02 15:38:00 GMT 2025","67226","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server",""
"passed","Mon Jun 02 15:38:14 GMT 2025","Mon Jun 02 15:38:14 GMT 2025","176","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
