"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 02 14:45:29 GMT 2025","Mon Jun 02 14:45:31 GMT 2025","2067","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Mon Jun 02 14:45:35 GMT 2025","Mon Jun 02 14:45:36 GMT 2025","339","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[TOOLS_INTEGRATION]","User cannot create project without permission"
"passed","Mon Jun 02 14:45:34 GMT 2025","Mon Jun 02 14:45:34 GMT 2025","220","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Mon Jun 02 14:45:37 GMT 2025","Mon Jun 02 14:45:37 GMT 2025","506","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Mon Jun 02 14:45:32 GMT 2025","Mon Jun 02 14:45:32 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Mon Jun 02 14:45:36 GMT 2025","Mon Jun 02 14:45:36 GMT 2025","367","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Mon Jun 02 14:45:34 GMT 2025","Mon Jun 02 14:45:34 GMT 2025","246","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Mon Jun 02 14:45:34 GMT 2025","Mon Jun 02 14:45:35 GMT 2025","275","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Mon Jun 02 14:45:33 GMT 2025","Mon Jun 02 14:45:34 GMT 2025","244","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Mon Jun 02 14:45:33 GMT 2025","Mon Jun 02 14:45:33 GMT 2025","399","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Mon Jun 02 14:45:32 GMT 2025","Mon Jun 02 14:45:32 GMT 2025","315","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Mon Jun 02 14:45:32 GMT 2025","Mon Jun 02 14:45:32 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Mon Jun 02 14:45:31 GMT 2025","Mon Jun 02 14:45:32 GMT 2025","512","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Mon Jun 02 14:44:13 GMT 2025","Mon Jun 02 14:45:24 GMT 2025","70642","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server[driver0]",""
"passed","Mon Jun 02 14:45:35 GMT 2025","Mon Jun 02 14:45:35 GMT 2025","285","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[PROJECT_VIEWER]","User cannot create project without permission"
