"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 03 10:59:09 GMT 2025","Tue Jun 03 10:59:09 GMT 2025","454","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Tue Jun 03 10:59:12 GMT 2025","Tue Jun 03 10:59:12 GMT 2025","521","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Tue Jun 03 10:59:13 GMT 2025","Tue Jun 03 10:59:13 GMT 2025","300","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Tue Jun 03 10:59:15 GMT 2025","Tue Jun 03 10:59:15 GMT 2025","215","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Tue Jun 03 10:59:18 GMT 2025","Tue Jun 03 10:59:18 GMT 2025","563","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Tue Jun 03 10:59:17 GMT 2025","Tue Jun 03 10:59:17 GMT 2025","391","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Tue Jun 03 10:57:54 GMT 2025","Tue Jun 03 10:59:01 GMT 2025","66488","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server",""
"passed","Tue Jun 03 10:59:11 GMT 2025","Tue Jun 03 10:59:11 GMT 2025","278","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Tue Jun 03 10:59:06 GMT 2025","Tue Jun 03 10:59:08 GMT 2025","1949","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Tue Jun 03 10:59:16 GMT 2025","Tue Jun 03 10:59:16 GMT 2025","328","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
"passed","Tue Jun 03 10:59:14 GMT 2025","Tue Jun 03 10:59:14 GMT 2025","323","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Tue Jun 03 10:59:14 GMT 2025","Tue Jun 03 10:59:15 GMT 2025","169","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Tue Jun 03 10:59:10 GMT 2025","Tue Jun 03 10:59:10 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Tue Jun 03 10:59:10 GMT 2025","Tue Jun 03 10:59:10 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
