"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 03 20:08:46 GMT 2025","Thu Apr 03 20:08:47 GMT 2025","524","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Thu Apr 03 20:08:40 GMT 2025","Thu Apr 03 20:08:40 GMT 2025","499","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Thu Apr 03 20:08:45 GMT 2025","Thu Apr 03 20:08:45 GMT 2025","379","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Thu Apr 03 20:08:39 GMT 2025","Thu Apr 03 20:08:39 GMT 2025","306","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Thu Apr 03 20:08:41 GMT 2025","Thu Apr 03 20:08:41 GMT 2025","319","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Thu Apr 03 20:08:43 GMT 2025","Thu Apr 03 20:08:43 GMT 2025","209","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Thu Apr 03 20:08:37 GMT 2025","Thu Apr 03 20:08:38 GMT 2025","440","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Thu Apr 03 20:08:38 GMT 2025","Thu Apr 03 20:08:38 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Thu Apr 03 20:08:43 GMT 2025","Thu Apr 03 20:08:44 GMT 2025","238","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Thu Apr 03 20:08:44 GMT 2025","Thu Apr 03 20:08:44 GMT 2025","302","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
"passed","Thu Apr 03 20:07:17 GMT 2025","Thu Apr 03 20:08:28 GMT 2025","70758","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server",""
"passed","Thu Apr 03 20:08:42 GMT 2025","Thu Apr 03 20:08:42 GMT 2025","223","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Thu Apr 03 20:08:39 GMT 2025","Thu Apr 03 20:08:39 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Thu Apr 03 20:08:34 GMT 2025","Thu Apr 03 20:08:36 GMT 2025","2171","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
