"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 05 13:02:55 GMT 2025","Thu Jun 05 13:02:55 GMT 2025","195","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Thu Jun 05 13:02:48 GMT 2025","Thu Jun 05 13:02:50 GMT 2025","1741","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Thu Jun 05 13:02:55 GMT 2025","Thu Jun 05 13:02:55 GMT 2025","176","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Thu Jun 05 13:02:56 GMT 2025","Thu Jun 05 13:02:56 GMT 2025","262","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Thu Jun 05 13:02:53 GMT 2025","Thu Jun 05 13:02:55 GMT 2025","1081","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Thu Jun 05 13:02:50 GMT 2025","Thu Jun 05 13:02:51 GMT 2025","327","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Thu Jun 05 13:02:52 GMT 2025","Thu Jun 05 13:02:52 GMT 2025","324","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Thu Jun 05 13:02:51 GMT 2025","Thu Jun 05 13:02:51 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Thu Jun 05 13:02:55 GMT 2025","Thu Jun 05 13:02:56 GMT 2025","245","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[PROJECT_VIEWER]","User cannot create project without permission"
"passed","Thu Jun 05 13:02:51 GMT 2025","Thu Jun 05 13:02:51 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Thu Jun 05 13:02:51 GMT 2025","Thu Jun 05 13:02:52 GMT 2025","345","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Thu Jun 05 13:02:57 GMT 2025","Thu Jun 05 13:02:57 GMT 2025","502","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Thu Jun 05 13:02:56 GMT 2025","Thu Jun 05 13:02:56 GMT 2025","237","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[TOOLS_INTEGRATION]","User cannot create project without permission"
"passed","Thu Jun 05 13:02:51 GMT 2025","Thu Jun 05 13:02:51 GMT 2025","257","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Thu Jun 05 13:01:37 GMT 2025","Thu Jun 05 13:02:43 GMT 2025","66151","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server[driver0]",""
