"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 03 12:36:06 GMT 2025","Tue Jun 03 12:36:06 GMT 2025","258","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[PROJECT_VIEWER]","User cannot create project without permission"
"passed","Tue Jun 03 12:34:49 GMT 2025","Tue Jun 03 12:35:55 GMT 2025","66779","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server[driver0]",""
"passed","Tue Jun 03 12:36:04 GMT 2025","Tue Jun 03 12:36:05 GMT 2025","288","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Tue Jun 03 12:36:04 GMT 2025","Tue Jun 03 12:36:04 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Tue Jun 03 12:36:04 GMT 2025","Tue Jun 03 12:36:04 GMT 2025","257","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Tue Jun 03 12:36:05 GMT 2025","Tue Jun 03 12:36:05 GMT 2025","220","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Tue Jun 03 12:36:04 GMT 2025","Tue Jun 03 12:36:04 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Tue Jun 03 12:36:05 GMT 2025","Tue Jun 03 12:36:05 GMT 2025","188","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Tue Jun 03 12:36:05 GMT 2025","Tue Jun 03 12:36:06 GMT 2025","138","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Tue Jun 03 12:36:06 GMT 2025","Tue Jun 03 12:36:06 GMT 2025","178","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Tue Jun 03 12:36:07 GMT 2025","Tue Jun 03 12:36:08 GMT 2025","540","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Tue Jun 03 12:36:01 GMT 2025","Tue Jun 03 12:36:03 GMT 2025","1888","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Tue Jun 03 12:36:06 GMT 2025","Tue Jun 03 12:36:07 GMT 2025","297","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission[TOOLS_INTEGRATION]","User cannot create project without permission"
"passed","Tue Jun 03 12:36:03 GMT 2025","Tue Jun 03 12:36:03 GMT 2025","404","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Tue Jun 03 12:36:07 GMT 2025","Tue Jun 03 12:36:07 GMT 2025","271","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
