"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 06 19:40:29 GMT 2025","Tue May 06 19:40:29 GMT 2025","351","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Tue May 06 19:40:30 GMT 2025","Tue May 06 19:40:30 GMT 2025","194","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Tue May 06 19:40:30 GMT 2025","Tue May 06 19:40:30 GMT 2025","237","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Tue May 06 19:40:31 GMT 2025","Tue May 06 19:40:32 GMT 2025","661","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Tue May 06 19:40:31 GMT 2025","Tue May 06 19:40:31 GMT 2025","438","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Tue May 06 19:40:28 GMT 2025","Tue May 06 19:40:28 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Tue May 06 19:40:28 GMT 2025","Tue May 06 19:40:28 GMT 2025","412","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Tue May 06 19:40:26 GMT 2025","Tue May 06 19:40:28 GMT 2025","2103","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Tue May 06 19:40:29 GMT 2025","Tue May 06 19:40:30 GMT 2025","343","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Tue May 06 19:40:30 GMT 2025","Tue May 06 19:40:31 GMT 2025","329","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
"passed","Tue May 06 19:39:11 GMT 2025","Tue May 06 19:40:21 GMT 2025","70005","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server[driver0]",""
"passed","Tue May 06 19:40:28 GMT 2025","Tue May 06 19:40:28 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Tue May 06 19:40:28 GMT 2025","Tue May 06 19:40:29 GMT 2025","346","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Tue May 06 19:40:29 GMT 2025","Tue May 06 19:40:29 GMT 2025","309","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
