"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 06 14:14:07 GMT 2025","Tue May 06 14:14:07 GMT 2025","323","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Tue May 06 14:14:06 GMT 2025","Tue May 06 14:14:06 GMT 2025","313","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Tue May 06 14:14:08 GMT 2025","Tue May 06 14:14:08 GMT 2025","415","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Tue May 06 14:14:07 GMT 2025","Tue May 06 14:14:07 GMT 2025","195","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Tue May 06 14:14:06 GMT 2025","Tue May 06 14:14:06 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Tue May 06 14:14:08 GMT 2025","Tue May 06 14:14:09 GMT 2025","538","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Tue May 06 14:14:06 GMT 2025","Tue May 06 14:14:07 GMT 2025","358","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Tue May 06 14:14:08 GMT 2025","Tue May 06 14:14:08 GMT 2025","354","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
"passed","Tue May 06 14:14:03 GMT 2025","Tue May 06 14:14:05 GMT 2025","1968","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Tue May 06 14:14:05 GMT 2025","Tue May 06 14:14:06 GMT 2025","461","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Tue May 06 14:14:06 GMT 2025","Tue May 06 14:14:06 GMT 2025","465","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Tue May 06 14:12:50 GMT 2025","Tue May 06 14:13:57 GMT 2025","67042","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server",""
"passed","Tue May 06 14:14:07 GMT 2025","Tue May 06 14:14:08 GMT 2025","260","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Tue May 06 14:14:06 GMT 2025","Tue May 06 14:14:06 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
