"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 01 16:00:13 GMT 2025","Tue Apr 01 16:00:13 GMT 2025","202","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Tue Apr 01 16:00:08 GMT 2025","Tue Apr 01 16:00:08 GMT 2025","378","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Tue Apr 01 16:00:11 GMT 2025","Tue Apr 01 16:00:11 GMT 2025","344","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Tue Apr 01 16:00:07 GMT 2025","Tue Apr 01 16:00:07 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Tue Apr 01 16:00:09 GMT 2025","Tue Apr 01 16:00:09 GMT 2025","415","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Tue Apr 01 16:00:07 GMT 2025","Tue Apr 01 16:00:07 GMT 2025","0","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
"passed","Tue Apr 01 16:00:16 GMT 2025","Tue Apr 01 16:00:17 GMT 2025","479","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Tue Apr 01 16:00:03 GMT 2025","Tue Apr 01 16:00:05 GMT 2025","1857","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Tue Apr 01 16:00:12 GMT 2025","Tue Apr 01 16:00:12 GMT 2025","313","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Tue Apr 01 16:00:15 GMT 2025","Tue Apr 01 16:00:16 GMT 2025","368","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Tue Apr 01 16:00:06 GMT 2025","Tue Apr 01 16:00:06 GMT 2025","417","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Tue Apr 01 16:00:13 GMT 2025","Tue Apr 01 16:00:13 GMT 2025","243","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Tue Apr 01 15:58:52 GMT 2025","Tue Apr 01 15:59:58 GMT 2025","66124","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server",""
"passed","Tue Apr 01 16:00:14 GMT 2025","Tue Apr 01 16:00:15 GMT 2025","901","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
